,x,y
0,1.5332019529523677e-06,-73.54886627197266
1,1.5332035445680958e-06,-72.2497329711914
2,1.5332052498706616e-06,-71.73070526123047
3,1.5332068414863897e-06,-72.88760375976562
4,1.5332084331021179e-06,-71.56576538085938
5,1.533210024717846e-06,-74.02904510498047
6,1.533211616333574e-06,-72.08755493164062
7,1.5332132079493022e-06,-71.6169204711914
8,1.5332147995650303e-06,-73.12947082519531
9,1.5332163911807584e-06,-70.723388671875
10,1.5332179827964865e-06,-73.25716400146484
11,1.5332195744122146e-06,-71.82467651367188
12,1.5332211660279427e-06,-71.75855255126953
13,1.5332227576436708e-06,-71.65870666503906
14,1.5332243492593989e-06,-72.45074462890625
15,1.5332260545619647e-06,-71.33302307128906
16,1.5332276461776928e-06,-73.5967025756836
17,1.533229237793421e-06,-71.1554183959961
18,1.533230829409149e-06,-71.30559539794922
19,1.5332324210248771e-06,-70.93997192382812
20,1.5332340126406052e-06,-71.19828796386719
21,1.5332356042563333e-06,-71.35688781738281
22,1.5332371958720614e-06,-72.59750366210938
23,1.5332387874877895e-06,-70.68477630615234
24,1.5332403791035176e-06,-72.89346313476562
25,1.5332419707192457e-06,-70.85228729248047
26,1.5332435623349738e-06,-72.99449920654297
27,1.533245153950702e-06,-72.28927612304688
28,1.53324674556643e-06,-70.46196746826172
29,1.5332484508689959e-06,-71.67567443847656
30,1.533250042484724e-06,-70.70948028564453
31,1.533251634100452e-06,-72.9769058227539
32,1.5332532257161802e-06,-71.53665161132812
33,1.5332548173319083e-06,-71.10631561279297
34,1.5332564089476364e-06,-72.19859313964844
35,1.5332580005633645e-06,-70.80558776855469
36,1.5332595921790926e-06,-72.3885498046875
37,1.5332611837948207e-06,-72.38671112060547
38,1.5332627754105488e-06,-71.752685546875
39,1.5332643670262769e-06,-72.43389892578125
40,1.533265958642005e-06,-71.9732894897461
41,1.533267550257733e-06,-71.0317611694336
42,1.533269255560299e-06,-71.78997039794922
43,1.533270847176027e-06,-71.5427017211914
44,1.5332724387917551e-06,-71.75755310058594
45,1.5332740304074832e-06,-72.94156646728516
46,1.5332756220232113e-06,-71.69646453857422
47,1.5332772136389394e-06,-71.9130859375
48,1.5332788052546675e-06,-71.28468322753906
49,1.5332803968703956e-06,-71.46297454833984
50,1.5332819884861237e-06,-72.9997787475586
51,1.5332835801018518e-06,-71.57212829589844
