,x,y
0,10090000000.0,-92.0102310180664
1,10092000000.0,-70.5800170898438
2,10094000000.0,-108.836929321289
3,10096000000.0,-71.5769119262695
4,10098000000.0,-107.748817443848
5,10100000000.0,-70.8533325195313
6,10102000000.0,-98.6969299316406
7,10104000000.0,-71.6113739013672
8,10106000000.0,-101.415786743164
9,10108000000.0,-71.7226791381836
10,10110000000.0,-105.610397338867
11,10112000000.0,-71.3871383666992
12,10114000000.0,-102.790771484375
13,10116000000.0,-71.0339584350586
14,10118000000.0,-104.224960327148
15,10120000000.0,-71.1570205688477
16,10122000000.0,-108.704727172852
17,10124000000.0,-70.2592544555664
18,10126000000.0,-99.7410354614258
19,10128000000.0,-71.0298004150391
20,10130000000.0,-103.612266540527
21,10132000000.0,-71.6349792480469
22,10134000000.0,-104.564338684082
23,10136000000.0,-72.4165420532227
24,10138000000.0,-112.58943939209
25,10140000000.0,-71.5812454223633
26,10142000000.0,-106.653686523438
27,10144000000.0,-71.4544296264648
28,10146000000.0,-108.711097717285
29,10148000000.0,-72.7092971801758
30,10150000000.0,-103.633750915527
31,10152000000.0,-72.5295639038086
32,10154000000.0,-92.7650985717773
33,10156000000.0,-70.4654541015625
34,10158000000.0,-107.298797607422
35,10160000000.0,-71.585090637207
36,10162000000.0,-96.0127029418945
37,10164000000.0,-71.5934982299805
38,10166000000.0,-99.41064453125
39,10168000000.0,-69.8410034179688
40,10170000000.0,-103.840431213379
41,10172000000.0,-70.7666168212891
42,10174000000.0,-98.8777313232422
43,10176000000.0,-71.8840408325195
44,10178000000.0,-105.906257629395
45,10180000000.0,-70.4975433349609
46,10182000000.0,-102.266441345215
47,10184000000.0,-71.5179672241211
48,10186000000.0,-118.734489440918
49,10188000000.0,-69.1128463745117
50,10190000000.0,-108.024589538574
51,10192000000.0,-70.0502166748047
52,10194000000.0,-95.7404479980469
53,10196000000.0,-70.1754150390625
54,10198000000.0,-111.283821105957
55,10200000000.0,-71.2052612304688
56,10202000000.0,-104.699729919434
57,10204000000.0,-72.1821975708008
58,10206000000.0,-108.316551208496
59,10208000000.0,-70.2605361938477
60,10210000000.0,-102.458572387695
61,10212000000.0,-73.077751159668
62,10214000000.0,-95.4511566162109
63,10216000000.0,-71.4566802978516
64,10218000000.0,-110.453620910645
65,10220000000.0,-71.2591857910156
66,10222000000.0,-97.3962020874023
67,10224000000.0,-72.2133331298828
68,10226000000.0,-110.138000488281
69,10228000000.0,-70.5856552124023
70,10230000000.0,-108.451522827148
71,10232000000.0,-70.0103988647461
72,10234000000.0,-94.8473129272461
73,10236000000.0,-71.6899337768555
74,10238000000.0,-104.514137268066
75,10240000000.0,-71.382194519043
76,10242000000.0,-98.8825225830078
77,10244000000.0,-70.5835189819336
78,10246000000.0,-97.8280868530273
79,10248000000.0,-70.4014587402344
80,10250000000.0,-96.068115234375
81,10252000000.0,-70.2671661376953
82,10254000000.0,-106.040672302246
83,10256000000.0,-72.325927734375
84,10258000000.0,-103.169479370117
85,10260000000.0,-71.6367568969727
86,10262000000.0,-95.4153671264648
87,10264000000.0,-71.5759582519531
88,10266000000.0,-98.8469848632813
89,10268000000.0,-69.9188842773438
90,10270000000.0,-104.827362060547
91,10272000000.0,-70.3255004882813
92,10274000000.0,-97.1702651977539
93,10276000000.0,-69.2181549072266
94,10278000000.0,-106.719497680664
95,10280000000.0,-71.2475204467773
96,10282000000.0,-105.700340270996
97,10284000000.0,-70.2606964111328
