,x,y
0,10045022511.2556,-94.5415878295898
1,10046023011.5058,-71.5725173950195
2,10047023511.7559,-99.0171432495117
3,10048024012.006,-67.8292694091797
4,10049024512.2561,-98.5362854003906
5,10050025012.5063,-73.9077224731445
6,10051025512.7564,-94.3572235107422
7,10052026013.0065,-71.4925079345703
8,10053026513.2566,-101.10814666748
9,10054027013.5068,-72.8842697143555
10,10055027513.7569,-105.477867126465
11,10056028014.007,-71.9271774291992
12,10057028514.2571,-90.6098861694336
13,10058029014.5073,-73.4864959716797
14,10059029514.7574,-100.315254211426
15,10060030015.0075,-71.6562957763672
16,10061030515.2576,-96.5536346435547
17,10062031015.5078,-71.7281112670898
18,10063031515.7579,-119.226219177246
19,10064032016.008,-70.3873748779297
20,10065032516.2581,-92.3346786499023
21,10066033016.5083,-70.0307235717773
22,10067033516.7584,-100.196823120117
23,10068034017.0085,-72.9254302978516
24,10069034517.2586,-92.4106979370117
25,10070035017.5088,-72.7503051757813
26,10071035517.7589,-107.610443115234
27,10072036018.009,-73.2483825683594
28,10073036518.2591,-105.991897583008
29,10074037018.5093,-74.0147094726563
30,10075037518.7594,-96.5448150634766
31,10076038019.0095,-71.775146484375
32,10077038519.2596,-108.258026123047
33,10078039019.5098,-71.6536712646484
34,10079039519.7599,-114.259307861328
35,10080040020.01,-71.645378112793
36,10081040520.2601,-101.449150085449
37,10082041020.5103,-71.4143981933594
38,10083041520.7604,-105.783599853516
39,10084042021.0105,-73.9438400268555
40,10085042521.2606,-100.534469604492
41,10086043021.5108,-69.6618881225586
42,10087043521.7609,-91.766471862793
43,10088044022.011,-69.039924621582
44,10089044522.2611,-101.383636474609
45,10090045022.5113,-70.9284973144531
46,10091045522.7614,-94.9586181640625
47,10092046023.0115,-72.4202117919922
48,10093046523.2616,-107.292106628418
49,10094047023.5118,-71.150764465332
50,10095047523.7619,-110.703475952148
51,10096048024.012,-73.6456680297852
52,10097048524.2621,-101.732627868652
53,10098049024.5123,-72.553337097168
54,10099049524.7624,-91.9180755615234
55,10100050025.0125,-69.5266647338867
56,10101050525.2626,-107.12370300293
57,10102051025.5128,-69.57421875
58,10103051525.7629,-103.873603820801
59,10104052026.013,-69.4145278930664
60,10105052526.2631,-100.097290039063
61,10106053026.5133,-70.1257400512695
62,10107053526.7634,-104.505226135254
63,10108054027.0135,-70.1343460083008
64,10109054527.2636,-102.11353302002
65,10110055027.5138,-67.9719543457031
66,10111055527.7639,-100.198081970215
67,10112056028.014,-71.9918518066406
68,10113056528.2641,-127.056861877441
69,10114057028.5143,-73.5930633544922
