,x,y
0,1.533170006950968e-06,-72.37588500976562
1,1.5331718259403715e-06,-75.4966049194336
2,1.533173644929775e-06,-71.69377899169922
3,1.5331753502323409e-06,-72.0123062133789
4,1.5331771692217444e-06,-75.85958099365234
5,1.533178988211148e-06,-72.48246765136719
6,1.5331808072005515e-06,-72.4419174194336
7,1.533182626189955e-06,-72.80876159667969
8,1.5331844451793586e-06,-72.64969635009766
9,1.5331861504819244e-06,-73.31620025634766
10,1.533187969471328e-06,-71.69239807128906
11,1.5331897884607315e-06,-73.12248229980469
12,1.533191607450135e-06,-74.9022445678711
13,1.5331934264395386e-06,-72.22958374023438
14,1.5331952454289421e-06,-71.7874526977539
15,1.533196950731508e-06,-75.54435729980469
16,1.5331987697209115e-06,-71.1460952758789
17,1.533200588710315e-06,-73.74610137939453
18,1.5332024076997186e-06,-71.54253387451172
19,1.5332042266891222e-06,-74.1269302368164
20,1.5332060456785257e-06,-71.68177032470703
21,1.5332077509810915e-06,-72.18363189697266
22,1.533209569970495e-06,-75.62761688232422
23,1.5332113889598986e-06,-71.67627716064453
24,1.5332132079493022e-06,-74.06941986083984
25,1.5332150269387057e-06,-73.07012176513672
26,1.5332168459281093e-06,-72.81548309326172
27,1.533218551230675e-06,-73.41437530517578
28,1.5332203702200786e-06,-72.08604431152344
29,1.5332221892094822e-06,-73.5891342163086
30,1.5332240081988857e-06,-73.11383819580078
31,1.5332258271882893e-06,-72.72138214111328
32,1.5332276461776928e-06,-72.36844635009766
33,1.5332293514802586e-06,-70.874267578125
34,1.5332311704696622e-06,-71.83557891845703
35,1.5332329894590657e-06,-72.01872253417969
36,1.5332348084484693e-06,-75.05381774902344
37,1.5332366274378728e-06,-73.106201171875
38,1.5332384464272764e-06,-73.17928314208984
39,1.5332401517298422e-06,-75.60722351074219
40,1.5332419707192457e-06,-73.25558471679688
41,1.5332437897086493e-06,-73.1023941040039
42,1.5332456086980528e-06,-71.3056411743164
43,1.5332474276874564e-06,-76.40694427490234
44,1.53324924667686e-06,-72.01575469970703
45,1.5332509519794257e-06,-73.49396514892578
46,1.5332527709688293e-06,-73.64678192138672
47,1.5332545899582328e-06,-72.78013610839844
48,1.5332564089476364e-06,-71.1633529663086
49,1.53325822793704e-06,-71.0300521850586
50,1.5332600469264435e-06,-72.44319152832031
51,1.5332617522290093e-06,-72.64254760742188
52,1.5332635712184128e-06,-73.21920013427734
53,1.5332653902078164e-06,-74.36051940917969
54,1.53326720919722e-06,-71.69590759277344
55,1.5332690281866235e-06,-71.36298370361328
56,1.533270847176027e-06,-69.30728912353516
57,1.5332725524785928e-06,-72.01326751708984
58,1.5332743714679964e-06,-73.18993377685547
59,1.5332761904574e-06,-70.5523452758789
60,1.5332780094468035e-06,-73.55134582519531
61,1.533279828436207e-06,-72.6442642211914
62,1.5332816474256106e-06,-73.00528717041016
63,1.5332833527281764e-06,-72.025146484375
64,1.53328517171758e-06,-72.99164581298828
65,1.5332869907069835e-06,-73.88431549072266
66,1.533288809696387e-06,-72.54591369628906
67,1.5332906286857906e-06,-73.56262969970703
68,1.5332924476751941e-06,-71.31852722167969
69,1.53329415297776e-06,-71.47682189941406
70,1.5332959719671635e-06,-76.29854583740234
71,1.533297790956567e-06,-70.3112564086914
72,1.5332996099459706e-06,-73.6059341430664
73,1.5333014289353741e-06,-71.77099609375
74,1.5333032479247777e-06,-72.55486297607422
75,1.5333049532273435e-06,-72.54759216308594
76,1.533306772216747e-06,-71.69353485107422
77,1.5333085912061506e-06,-73.68339538574219
78,1.5333104101955541e-06,-70.71764373779297
79,1.5333122291849577e-06,-71.2003173828125
80,1.5333140481743612e-06,-72.7386245727539
81,1.533315753476927e-06,-74.53974151611328
82,1.5333175724663306e-06,-72.3020248413086
83,1.5333193914557341e-06,-73.20256805419922
84,1.5333212104451377e-06,-71.5157699584961
85,1.5333230294345412e-06,-75.01316833496094
86,1.5333248484239448e-06,-72.47836303710938
87,1.5333265537265106e-06,-72.2767333984375
88,1.5333283727159142e-06,-75.19139862060547
89,1.5333301917053177e-06,-72.15856170654297
90,1.5333320106947212e-06,-73.90390014648438
91,1.5333338296841248e-06,-75.31256866455078
92,1.5333356486735283e-06,-72.96532440185547
93,1.5333373539760942e-06,-71.93145751953125
94,1.5333391729654977e-06,-73.7729263305664
95,1.5333409919549013e-06,-73.7729263305664
96,1.5333428109443048e-06,-71.58869171142578
97,1.5333446299337083e-06,-71.9974594116211
98,1.5333464489231119e-06,-73.31320190429688
99,1.5333481542256777e-06,-73.23782348632812
100,1.5333499732150813e-06,-70.58751678466797
101,1.5333517922044848e-06,-72.761474609375
102,1.5333536111938884e-06,-74.84196472167969
103,1.533355430183292e-06,-72.57688903808594
104,1.5333572491726954e-06,-71.01960754394531
105,1.5333589544752613e-06,-74.99642944335938
106,1.5333607734646648e-06,-74.32991790771484
107,1.5333625924540684e-06,-72.36812591552734
108,1.533364411443472e-06,-73.12295532226562
109,1.5333662304328755e-06,-72.07099914550781
