,x,y
0,11063780487.8049,-63.0064287513445
1,11063975609.7561,-62.8374622536867
2,11064170731.7073,-63.525115936981
3,11064365853.6585,-64.7502665872875
4,11064560975.6098,-64.6587440246715
5,11064756097.561,-64.9928530534436
6,11064951219.5122,-64.7298433905983
7,11065146341.4634,-65.1028868294771
8,11065341463.4146,-64.7329037121714
9,11065536585.3659,-64.857251525131
10,11065731707.3171,-63.9882809657481
11,11065926829.2683,-63.7993104148811
12,11066121951.2195,-64.5212419964702
13,11066317073.1707,-65.2456597304815
14,11066512195.122,-65.2575737403578
15,11066707317.0732,-64.8396704657376
16,11066902439.0244,-64.7533383922436
17,11067097560.9756,-64.9718556876038
18,11067292682.9268,-64.3457816457183
19,11067487804.878,-64.3594526131957
20,11067682926.8293,-64.9164483645646
21,11067878048.7805,-64.4350419818808
22,11068073170.7317,-64.7125264490143
23,11068268292.6829,-64.2294664591766
24,11068463414.6341,-64.0418222390476
25,11068658536.5854,-63.9378574309367
26,11068853658.5366,-63.9044005945274
27,11069048780.4878,-64.5811909974911
28,11069243902.439,-65.0879928817088
29,11069439024.3902,-65.2024707269685
30,11069634146.3415,-64.6546961321593
31,11069829268.2927,-64.3399308620731
32,11070024390.2439,-64.6587440246715
33,11070219512.1951,-63.8148991073217
34,11070414634.1463,-63.255876538851
35,11070609756.0976,-63.0290395324976
36,11070804878.0488,-62.8950686445729
37,11071000000.0,-63.3746089775171
38,11071195121.9512,-64.5172572625645
39,11071390243.9024,-64.9195718447442
40,11071585365.8537,-64.9687092406581
41,11071780487.8049,-65.1423667002768
42,11071975609.7561,-64.484477945753
43,11072170731.7073,-64.6284451185909
44,11072365853.6585,-65.1028868294771
45,11072560975.6098,-64.9645178058583
46,11072756097.561,-64.7125264490143
47,11072951219.5122,-63.9536987578036
48,11073146341.4634,-63.8572325988003
49,11073341463.4146,-64.0635258329428
50,11073536585.3659,-64.1585048938458
51,11073731707.3171,-64.5371866737841
52,11073926829.2683,-64.7267888107168
53,11074121951.2195,-64.7943398112926
54,11074317073.1707,-64.2777426013645
55,11074512195.122,-64.7809961202311
56,11074707317.0732,-65.1380891401044
57,11074902439.0244,-64.0380556894193
