,x,y
0,11059780487.8049,-64.1804955723163
1,11059975609.7561,-64.2419890883526
2,11060170731.7073,-64.1900784554409
3,11060365853.6585,-64.4212504388818
4,11060560975.6098,-64.8541452700259
5,11060756097.561,-64.8118290036219
6,11060951219.5122,-65.1348852762437
7,11061146341.4634,-64.7094718691327
8,11061341463.4146,-64.8118290036219
9,11061536585.3659,-64.7431181813617
10,11061731707.3171,-63.2921008705665
11,11061926829.2683,-62.7696413936101
12,11062121951.2195,-63.0407870333203
13,11062317073.1707,-63.8942090921031
14,11062512195.122,-64.661775637787
15,11062707317.0732,-64.7267888107168
16,11062902439.0244,-65.3304932224923
17,11063097560.9756,-64.6587440246715
18,11063292682.9268,-64.4943995886765
19,11063487804.878,-65.1455763058291
20,11063682926.8293,-64.9928530534436
21,11063878048.7805,-65.382019162073
22,11064073170.7317,-64.0474778051817
23,11064268292.6829,-63.032398422029
24,11064463414.6341,-62.8629266555187
25,11064658536.5854,-63.4587821750046
26,11064853658.5366,-63.3964503720084
27,11065048780.4878,-63.476420651313
28,11065243902.439,-64.1298997867597
29,11065439024.3902,-64.0248785074115
30,11065634146.3415,-64.1709299142662
31,11065829268.2927,-64.6143435242505
32,11066024390.2439,-64.7298433905983
33,11066219512.1951,-64.2323545300044
34,11066414634.1463,-64.2198433842114
35,11066609756.0976,-64.2323545300044
36,11066804878.0488,-64.6183684499967
37,11067000000.0,-64.6183684499967
38,11067195121.9512,-64.7809961202311
39,11067390243.9024,-64.1013922884292
40,11067585365.8537,-63.8997670494815
41,11067780487.8049,-64.3233660820764
42,11067975609.7561,-64.5611639775159
43,11068170731.7073,-64.9268752763407
44,11068365853.6585,-64.608309006477
45,11068560975.6098,-65.0858684558514
46,11068756097.561,-64.123239424612
47,11068951219.5122,-63.5865979696342
48,11069146341.4634,-63.7009035641486
49,11069341463.4146,-63.819492460527
50,11069536585.3659,-64.5811909974911
51,11069731707.3171,-64.3653206219155
52,11069926829.2683,-64.3331039908716
53,11070121951.2195,-63.9873450700325
54,11070317073.1707,-63.7281249235817
55,11070512195.122,-63.6828057525197
56,11070707317.0732,-63.31200731502
57,11070902439.0244,-63.8720002293554
58,11071097560.9756,-65.4261096111526
59,11071292682.9268,-65.1637889512882
60,11071487804.878,-64.394712340738
61,11071682926.8293,-63.9341310731489
62,11071878048.7805,-62.8934207791105
63,11072073170.7317,-63.0382721724403
64,11072268292.6829,-64.3136396566641
65,11072463414.6341,-65.0858684558514
66,11072658536.5854,-64.5872082901901
67,11072853658.5366,-64.5312038312342
68,11073048780.4878,-64.1422846153395
69,11073243902.439,-64.0531391130073
70,11073439024.3902,-64.682038067114
71,11073634146.3415,-64.0947548930475
72,11073829268.2927,-64.5242276760536
73,11074024390.2439,-63.9471704545605
74,11074219512.1951,-64.4478689207066
75,11074414634.1463,-64.7227064680556
76,11074609756.0976,-64.6789949706154
77,11074804878.0488,-63.9034761821949
78,11075000000.0,-63.9620988524778
79,11075195121.9512,-64.6445907551076
80,11075390243.9024,-65.1210018661806
81,11075585365.8537,-65.232677765985
82,11075780487.8049,-64.9091564163511
83,11075975609.7561,-64.9373136714998
84,11076170731.7073,-64.4646691100551
85,11076365853.6585,-64.7676639125527
86,11076560975.6098,-65.0784329653503
87,11076756097.561,-64.7851014296584
88,11076951219.5122,-64.5811909974911
89,11077146341.4634,-64.7125264490143
90,11077341463.4146,-64.682038067114
91,11077536585.3659,-63.9471704545605
92,11077731707.3171,-63.1830144736315
93,11077926829.2683,-62.9074649565358
94,11078121951.2195,-63.2429749580355
95,11078317073.1707,-64.297126551891
96,11078512195.122,-65.0466354777864
97,11078707317.0732,-64.9122798965307
98,11078902439.0244,-63.9499666583242
99,11079097560.9756,-64.0569171460186
100,11079292682.9268,-64.664812992594
101,11079487804.878,-64.5272190973286
102,11079682926.8293,-64.1843310222428
103,11079878048.7805,-64.0881174976658
104,11080073170.7317,-63.6224376080187
105,11080268292.6829,-63.9686386391039
106,11080463414.6341,-65.0784329653503
107,11080658536.5854,-64.8707157917141
108,11080853658.5366,-64.7298433905983
109,11081048780.4878,-64.5441743123477
110,11081243902.439,-64.638533270568
111,11081439024.3902,-64.9300044982118
112,11081634146.3415,-64.4379989530067
113,11081829268.2927,-64.5371866737841
114,11082024390.2439,-64.9237460544695
115,11082219512.1951,-64.6749413364117
116,11082414634.1463,-64.6244144511532
117,11082609756.0976,-64.9018702098292
118,11082804878.0488,-64.661775637787
119,11083000000.0,-64.8324416761307
120,11083195121.9512,-65.149859607693
121,11083390243.9024,-65.2003175926535
122,11083585365.8537,-65.1284775485222
123,11083780487.8049,-64.6891462811992
124,11083975609.7561,-64.5811909974911
125,11084170731.7073,-64.8500055104496
126,11084365853.6585,-64.9300044982118
127,11084560975.6098,-64.9550899484043
128,11084756097.561,-65.3523805505157
129,11084951219.5122,-65.1423667002768
130,11085146341.4634,-64.3389547745169
131,11085341463.4146,-64.638533270568
132,11085536585.3659,-64.5312038312342
133,11085731707.3171,-64.2903398725301
134,11085926829.2683,-64.9300044982118
135,11086121951.2195,-65.3010326033717
136,11086317073.1707,-64.394712340738
137,11086512195.122,-64.1518215649321
138,11086707317.0732,-64.9091564163511
139,11086902439.0244,-64.3653206219155
140,11087097560.9756,-64.3165564359495
141,11087292682.9268,-65.0002196436466
142,11087487804.878,-65.1178037440114
143,11087682926.8293,-65.5272552487338
144,11087878048.7805,-64.8262521326866
145,11088073170.7317,-64.394712340738
146,11088268292.6829,-64.6546961321593
147,11088463414.6341,-65.1103395450527
148,11088658536.5854,-64.9164483645646
149,11088853658.5366,-64.394712340738
150,11089048780.4878,-64.8262521326866
151,11089243902.439,-64.3039247146348
152,11089439024.3902,-64.8956289911614
153,11089634146.3415,-65.5451635845431
154,11089829268.2927,-65.3010326033717
155,11090024390.2439,-64.2092671884562
156,11090219512.1951,-63.2112291456953
157,11090414634.1463,-63.0072670383044
158,11090609756.0976,-63.5500119113538
159,11090804878.0488,-64.4045306332144
160,11091000000.0,-64.0154793584151
161,11091195121.9512,-64.1042401674165
162,11091390243.9024,-64.719651888174
163,11091585365.8537,-64.4547819172806
164,11091780487.8049,-64.5541648555693
165,11091975609.7561,-65.2143273199297
166,11092170731.7073,-64.9164483645646
167,11092365853.6585,-64.661775637787
168,11092560975.6098,-63.7308522270473
169,11092756097.561,-63.8664594970515
170,11092951219.5122,-64.8987467296496
171,11093146341.4634,-65.2251159582707
172,11093341463.4146,-65.2434951127835
173,11093536585.3659,-65.1210018661806
174,11093731707.3171,-64.57417465047
175,11093926829.2683,-64.1422846153395
176,11094121951.2195,-64.4805104369219
177,11094317073.1707,-64.8293469044087
178,11094512195.122,-64.9823457579864
179,11094707317.0732,-64.6546961321593
180,11094902439.0244,-63.8103114958079
181,11095097560.9756,-63.7308522270473
182,11095292682.9268,-64.3584765256396
183,11095487804.878,-64.7574264765963
184,11095682926.8293,-64.664812992594
185,11095878048.7805,-65.1680779948436
186,11096073170.7317,-65.4415949531461
187,11096268292.6829,-65.4815399009578
188,11096463414.6341,-65.3228452894055
189,11096658536.5854,-64.9237460544695
190,11096853658.5366,-65.4338494113036
191,11097048780.4878,-65.5339672861051
192,11097243902.439,-65.3162997610879
193,11097439024.3902,-64.4508316335241
194,11097634146.3415,-64.3555482629712
195,11097829268.2927,-65.0996887073079
196,11098024390.2439,-65.5339672861051
197,11098219512.1951,-64.9446285864792
198,11098414634.1463,-64.791262264645
199,11098609756.0976,-64.4478689207066
200,11098804878.0488,-64.1042401674165
201,11099000000.0,-63.4464547633398
202,11099195121.9512,-63.4376642336431
203,11099390243.9024,-64.2680678511758
204,11099585365.8537,-65.0858684558514
205,11099780487.8049,-65.5384458054803
206,11099975609.7561,-64.9613713589126
207,11100170731.7073,-65.0424095928375
208,11100365853.6585,-65.0572231569247
209,11100560975.6098,-65.2003175926535
210,11100756097.561,-64.7881789763059
211,11100951219.5122,-65.0529857885928
212,11101146341.4634,-64.846904997036
213,11101341463.4146,-64.6587440246715
214,11101536585.3659,-64.7298433905983
215,11101731707.3171,-65.1284775485222
216,11101926829.2683,-64.5771832968195
217,11102121951.2195,-64.4904263381539
218,11102317073.1707,-64.484477945753
219,11102512195.122,-64.6284451185909
220,11102707317.0732,-65.1852571358315
221,11102902439.0244,-64.8438044836224
222,11103097560.9756,-65.1820303052048
223,11103292682.9268,-64.664812992594
224,11103487804.878,-64.608309006477
225,11103682926.8293,-64.7707414592002
226,11103878048.7805,-64.661775637787
227,11104073170.7317,-65.0212859097845
228,11104268292.6829,-64.9718556876038
229,11104463414.6341,-64.8883542680225
230,11104658536.5854,-64.8118290036219
231,11104853658.5366,-64.2391010175247
232,11105048780.4878,-63.1770431144646
233,11105243902.439,-62.9797069190725
234,11105439024.3902,-63.6674467277394
235,11105634146.3415,-64.8190405681542
236,11105829268.2927,-64.9865486761693
237,11106024390.2439,-64.8118290036219
238,11106219512.1951,-64.3194732152349
239,11106414634.1463,-64.4745677862126
240,11106609756.0976,-64.1422846153395
241,11106804878.0488,-64.0569171460186
242,11107000000.0,-63.9406478930089
243,11107195121.9512,-64.3262886030533
244,11107390243.9024,-64.5811909974911
245,11107585365.8537,-64.7645921075966
246,11107780487.8049,-64.9091564163511
247,11107975609.7561,-64.2448829008719
248,11108170731.7073,-63.8167364486038
249,11108365853.6585,-64.1042401674165
250,11108560975.6098,-64.7125264490143
251,11108756097.561,-63.9901527571793
252,11108951219.5122,-63.819492460527
253,11109146341.4634,-64.2835531931692
254,11109341463.4146,-64.608309006477
255,11109536585.3659,-64.5671697868319
256,11109731707.3171,-64.4409559241326
257,11109926829.2683,-64.4775362407215
258,11110121951.2195,-64.5341952525092
259,11110317073.1707,-65.1530692132452
260,11110512195.122,-65.3228452894055
